0.030,288.348,-31.000,-61.402,-243.083
0.070,287.107,-30.000,-61.425,-243.212
0.110,284.590,-26.000,-61.440,-243.391
0.150,284.590,-19.000,-61.429,-243.519
0.190,282.984,-10.000,-61.429,-243.519
0.230,281.619,0.000,-61.326,-243.917
0.270,276.532,13.000,-61.303,-244.067
0.310,276.532,25.000,-61.285,-244.262
0.343,275.886,34.000,-61.285,-244.262
0.374,274.889,40.000,-61.268,-244.404
0.414,274.038,47.000,-61.250,-244.536
0.454,273.885,52.000,-61.217,-244.762
0.494,274.487,54.000,-61.189,-244.970
0.534,275.285,54.000,-61.161,-245.177
0.574,277.248,54.000,-61.117,-245.353
0.614,277.877,53.000,-61.053,-245.590
0.654,277.633,51.000,-61.053,-245.590
0.685,277.861,50.000,-61.011,-245.835
0.725,281.715,50.000,-60.920,-246.015
0.765,284.749,48.000,-60.920,-246.015
0.805,287.916,44.000,-60.735,-246.254
0.845,290.436,40.000,-60.735,-246.254
0.885,292.705,36.000,-60.671,-246.342
0.925,295.688,35.000,-60.576,-246.461
0.965,298.837,33.000,-60.517,-246.569
1.005,301.989,29.000,-60.443,-246.653
1.045,305.257,26.000,-60.380,-246.743
1.085,307.233,25.000,-60.326,-246.827
1.125,309.730,24.000,-60.269,-246.907
1.165,312.630,20.000,-60.197,-246.983
1.205,317.274,18.000,-60.049,-247.069
1.245,319.334,16.000,-59.936,-247.152
1.285,325.598,12.000,-59.812,-247.245
1.325,329.380,7.000,-59.625,-247.348
1.356,329.380,3.000,-59.469,-247.421
1.396,331.285,0.000,-59.365,-247.487
1.436,334.157,-4.000,-59.365,-247.487
1.476,339.412,-7.000,-59.225,-247.589
1.516,342.792,-8.000,-59.031,-247.654
1.556,345.941,-12.000,-58.734,-247.758
1.596,348.403,-16.000,-58.664,-247.784
1.636,348.681,-20.000,-58.517,-247.845
1.676,353.134,-21.000,-58.420,-247.878
1.716,353.575,-23.000,-58.420,-247.878
1.756,352.669,-25.000,-58.396,-247.967
1.796,349.657,-25.000,-58.399,-248.075
1.836,346.483,-25.000,-58.314,-248.159
1.876,343.576,-24.000,-58.154,-248.238
1.916,343.576,-20.000,-58.022,-248.353
1.956,339.697,-16.000,-58.000,-248.388
1.996,335.230,-12.000,-57.967,-248.467
2.036,331.077,-8.000,-57.903,-248.602
2.076,326.892,-6.000,-57.774,-248.715
2.116,323.931,-5.000,-57.700,-248.803
2.156,322.032,-1.000,-57.559,-248.911
2.196,317.200,3.000,-57.422,-249.010
2.236,314.572,7.000,-57.287,-249.122
2.276,312.676,11.000,-57.169,-249.273
2.316,310.648,14.000,-57.035,-249.410
2.347,307.308,15.000,-56.914,-249.517
2.387,307.764,17.000,-56.841,-249.607
2.427,307.813,19.000,-56.768,-249.699
2.467,307.837,21.000,-56.629,-249.876
2.507,307.547,21.000,-56.565,-250.002
2.547,307.412,21.000,-56.480,-250.109
2.587,307.412,21.000,-56.400,-250.214
2.627,307.268,21.000,-56.321,-250.295
2.667,308.020,21.000,-56.321,-250.295
2.688,309.730,20.000,-56.186,-250.435
2.724,309.730,19.000,-56.092,-250.528
2.764,310.470,19.000,-56.092,-250.528
2.804,311.092,18.000,-55.863,-250.613
2.844,311.895,17.000,-55.708,-250.659
2.884,313.655,16.000,-55.586,-250.673
2.924,316.114,15.000,-55.491,-250.706
2.964,320.974,13.000,-55.285,-250.770
3.004,324.674,10.000,-55.103,-250.844
3.044,327.167,6.000,-54.969,-250.904
3.084,332.761,5.000,-54.766,-250.949
3.124,337.488,1.000,-54.521,-250.924
3.164,337.488,-2.000,-54.303,-250.883
3.204,344.383,-7.000,-54.184,-250.867
3.244,347.850,-12.000,-54.053,-250.840
3.284,352.707,-16.000,-53.828,-250.802
3.319,356.622,-20.000,-53.698,-250.769
3.359,1.041,-25.000,-53.603,-250.736
3.399,4.717,-29.000,-53.492,-250.687
3.439,9.697,-33.000,-53.324,-250.599
3.479,13.379,-38.000,-53.202,-250.540
3.519,19.101,-42.000,-53.068,-250.487
3.559,23.880,-46.000,-52.892,-250.385
3.599,25.115,-51.000,-52.845,-250.356
3.639,28.003,-55.000,-52.753,-250.282
3.679,28.003,-58.000,-52.654,-250.257
3.719,30.455,-59.000,-52.560,-250.262
3.759,31.179,-63.000,-52.560,-250.262
3.799,30.462,-64.000,-52.522,-250.291
3.839,29.851,-63.000,-52.363,-250.270
3.879,28.445,-63.000,-52.304,-250.249
3.919,27.244,-62.000,-52.200,-250.220
3.959,26.393,-61.000,-52.033,-250.124
3.999,24.794,-60.000,-51.861,-250.059
4.039,24.794,-59.000,-51.698,-249.994
4.079,22.277,-57.000,-51.560,-249.978
4.119,23.098,-55.000,-51.560,-249.978
4.159,22.067,-55.000,-51.278,-249.971
4.199,19.461,-55.000,-51.278,-249.971
4.239,17.346,-53.000,-51.095,-249.986
4.279,12.884,-49.000,-50.939,-250.071
4.319,10.023,-45.000,-50.889,-250.145
4.350,4.879,-42.000,-50.821,-250.224
4.390,0.881,-40.000,-50.727,-250.257
4.430,356.438,-36.000,-50.669,-250.320
4.470,354.714,-32.000,-50.618,-250.359
4.510,355.735,-28.000,-50.509,-250.392
4.550,355.735,-26.000,-50.412,-250.444
4.585,357.368,-27.000,-50.412,-250.444
4.605,357.264,-28.000,-50.395,-250.452
4.625,357.264,-29.000,-50.395,-250.452
4.665,357.553,-29.000,-50.409,-250.451
4.705,357.404,-29.000,-50.420,-250.426
4.745,358.001,-29.000,-50.420,-250.426
4.785,358.549,-30.000,-50.399,-250.374
4.825,0.167,-30.000,-50.389,-250.360
