0.030,326.632,-31.000,9.006,-60.488
0.070,326.632,-30.000,9.080,-60.473
0.110,330.670,-25.000,9.187,-60.458
0.141,330.670,-20.000,9.187,-60.458
0.181,331.641,-13.000,9.224,-60.470
0.221,334.452,-7.000,9.312,-60.493
0.261,338.414,-3.000,9.463,-60.545
0.301,338.387,-2.000,9.546,-60.559
0.341,342.039,-3.000,9.698,-60.612
0.381,344.756,-6.000,9.899,-60.671
0.421,347.983,-11.000,10.158,-60.724
0.461,347.983,-16.000,10.300,-60.728
0.501,350.199,-20.000,10.300,-60.728
0.541,353.841,-23.000,10.534,-60.767
0.581,353.682,-24.000,10.716,-60.780
0.621,357.827,-26.000,10.899,-60.797
0.661,358.372,-26.000,11.014,-60.789
0.701,1.127,-27.000,11.173,-60.801
0.741,1.765,-31.000,11.300,-60.797
0.781,3.259,-34.000,11.492,-60.802
0.812,4.161,-34.000,11.712,-60.792
0.852,4.161,-35.000,11.930,-60.767
0.892,4.752,-37.000,11.930,-60.767
0.932,5.268,-37.000,12.376,-60.721
0.972,6.124,-37.000,12.521,-60.690
1.012,6.267,-38.000,12.521,-60.690
1.052,8.188,-38.000,12.717,-60.660
1.092,9.588,-40.000,12.954,-60.612
1.132,9.342,-40.000,13.120,-60.557
1.172,11.286,-41.000,13.255,-60.535
1.203,13.310,-42.000,13.452,-60.493
1.239,14.440,-44.000,13.581,-60.459
1.261,14.440,-44.000,13.778,-60.398
1.301,19.525,-46.000,13.982,-60.338
1.341,20.357,-48.000,14.131,-60.288
1.381,20.357,-52.000,14.277,-60.232
1.421,24.449,-53.000,14.423,-60.186
1.461,24.449,-53.000,14.590,-60.122
1.501,26.031,-54.000,14.838,-60.029
1.541,27.706,-58.000,14.951,-59.954
1.581,28.269,-60.000,15.071,-59.941
1.621,29.844,-60.000,15.071,-59.941
1.661,31.080,-61.000,15.370,-59.897
1.701,30.658,-63.000,15.370,-59.897
1.741,28.514,-62.000,15.446,-59.887
1.781,28.914,-61.000,15.605,-59.860
1.812,27.554,-60.000,15.764,-59.820
1.852,25.603,-60.000,16.063,-59.713
1.892,26.086,-59.000,16.201,-59.643
1.932,25.860,-58.000,16.346,-59.611
1.972,25.241,-57.000,16.536,-59.605
2.012,22.114,-57.000,16.683,-59.662
2.052,22.114,-57.000,16.790,-59.675
2.092,18.839,-56.000,16.790,-59.675
2.132,17.450,-52.000,17.128,-59.652
2.172,14.118,-48.000,17.272,-59.654
2.212,12.111,-46.000,17.415,-59.645
2.245,9.787,-45.000,17.566,-59.635
2.285,8.085,-44.000,17.816,-59.641
2.325,4.082,-40.000,17.816,-59.641
2.365,4.332,-36.000,17.903,-59.641
2.405,2.428,-36.000,18.139,-59.652
2.445,359.907,-35.000,18.567,-59.659
2.485,357.683,-33.000,18.786,-59.686
2.525,355.856,-30.000,18.951,-59.705
2.565,354.845,-28.000,19.106,-59.724
2.605,354.501,-28.000,19.334,-59.740
2.645,354.501,-27.000,19.468,-59.760
2.685,354.440,-27.000,19.468,-59.760
2.725,353.685,-27.000,19.615,-59.790
2.765,351.368,-26.000,19.890,-59.817
2.805,352.211,-24.000,20.043,-59.829
2.846,353.132,-24.000,20.275,-59.853
2.886,353.427,-25.000,20.430,-59.855
2.926,353.427,-25.000,20.570,-59.860
2.966,354.380,-26.000,20.570,-59.860
3.006,355.467,-27.000,20.876,-59.866
3.046,358.896,-27.000,21.019,-59.877
3.073,358.896,-28.000,21.269,-59.839
3.094,0.891,-28.000,21.269,-59.839
3.119,1.592,-29.000,21.528,-59.832
3.159,3.085,-33.000,21.657,-59.822
3.199,4.882,-34.000,21.864,-59.800
3.239,6.481,-35.000,22.061,-59.774
3.279,6.795,-36.000,22.292,-59.738
3.319,7.227,-38.000,22.530,-59.672
3.359,9.863,-38.000,22.708,-59.595
3.399,9.889,-39.000,22.813,-59.562
3.439,11.872,-41.000,22.939,-59.547
3.479,14.951,-41.000,23.048,-59.521
3.519,14.951,-43.000,23.181,-59.467
3.559,15.822,-47.000,23.318,-59.418
3.599,17.633,-48.000,23.486,-59.362
3.639,19.004,-48.000,23.607,-59.306
3.679,20.532,-49.000,23.721,-59.288
3.719,21.215,-51.000,23.884,-59.290
3.759,22.263,-52.000,24.053,-59.260
3.799,22.263,-53.000,24.053,-59.260
3.831,21.218,-54.000,24.369,-59.177
3.871,21.283,-54.000,24.369,-59.177
3.911,20.086,-54.000,24.708,-59.071
3.951,19.584,-53.000,24.850,-59.025
3.991,18.426,-52.000,24.850,-59.025
4.031,19.332,-51.000,25.184,-58.954
4.071,17.626,-51.000,25.305,-58.928
4.111,17.626,-50.000,25.510,-58.884
4.152,17.573,-50.000,25.510,-58.884
4.192,16.377,-50.000,25.635,-58.860
4.232,15.014,-49.000,25.865,-58.808
4.272,14.369,-48.000,26.009,-58.785
4.312,13.550,-48.000,26.231,-58.753
4.352,14.136,-47.000,26.368,-58.740
4.392,14.136,-46.000,26.528,-58.701
4.432,12.500,-46.000,26.528,-58.701
4.472,12.646,-45.000,26.737,-58.675
4.512,12.752,-45.000,26.882,-58.654
4.552,12.426,-45.000,27.029,-58.640
4.592,11.469,-45.000,27.479,-58.613
4.632,9.173,-44.000,27.644,-58.606
4.672,9.173,-43.000,27.854,-58.591
4.712,9.356,-42.000,27.854,-58.591
4.752,8.524,-42.000,28.232,-58.552
4.792,7.290,-41.000,28.232,-58.552
4.824,7.651,-40.000,28.504,-58.514
4.864,6.326,-40.000,28.656,-58.495
4.904,7.574,-39.000,28.861,-58.493
4.944,6.772,-39.000,29.083,-58.465
